"UF";"CATEGORIA";"TIPO_RELATORIO";TOTAL
"PE";"Empresa com Segurança Orgânica";"RENOVAÇÕES";1
"PE";"Empresa de Segurança Privada";"REGISTROS NOVOS";18
"PE";"Empresa de Segurança Privada";"RENOVAÇÕES";21
"PE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";41
"PE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";14
"PI";"Caçador de Subsistência";"REGISTROS NOVOS";1
"PI";"Cidadão";"REGISTROS NOVOS";22
"PI";"Cidadão";"RENOVAÇÕES";9
"PI";"Empresa de Segurança Privada";"REGISTROS NOVOS";1
"PI";"Empresa de Segurança Privada";"RENOVAÇÕES";17
"PI";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";17
"PI";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"PR";"Cidadão";"REGISTROS NOVOS";126
"PR";"Cidadão";"RENOVAÇÕES";123
"PR";"Empresa de Segurança Privada";"REGISTROS NOVOS";29
"PR";"Empresa de Segurança Privada";"RENOVAÇÕES";122
"PR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";62
"PR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";28
"PR";"Órgão público sem taxa";"REGISTROS NOVOS";30
"RJ";"Cidadão";"REGISTROS NOVOS";230
"RJ";"Cidadão";"RENOVAÇÕES";75
"RJ";"Empresa de Segurança Privada";"REGISTROS NOVOS";3
"RJ";"Empresa de Segurança Privada";"RENOVAÇÕES";5
"RJ";"Fabricante/Importador";"REGISTROS NOVOS";1
"RJ";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";87
"RJ";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";62
"RN";"Cidadão";"REGISTROS NOVOS";14
"RN";"Cidadão";"RENOVAÇÕES";13
"RN";"Empresa de Segurança Privada";"REGISTROS NOVOS";2
"RN";"Empresa de Segurança Privada";"RENOVAÇÕES";1
"RN";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";23
"RN";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";14
"RN";"Órgão público sem taxa";"REGISTROS NOVOS";5
"RO";"Cidadão";"REGISTROS NOVOS";49
"RO";"Cidadão";"RENOVAÇÕES";24
"RO";"Empresa de Segurança Privada";"REGISTROS NOVOS";5
"RO";"Empresa de Segurança Privada";"RENOVAÇÕES";13
"RO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";28
"RO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";25
"RR";"Cidadão";"REGISTROS NOVOS";12
"RR";"Cidadão";"RENOVAÇÕES";9
"RR";"Empresa de Segurança Privada";"RENOVAÇÕES";19
"RR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";11
"RR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"RS";"Caçador de Subsistência";"RENOVAÇÕES";1
"RS";"Cidadão";"REGISTROS NOVOS";655
"RS";"Cidadão";"RENOVAÇÕES";560
"RS";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";2
"RS";"Empresa de Segurança Privada";"REGISTROS NOVOS";41
"RS";"Empresa de Segurança Privada";"RENOVAÇÕES";11
"RS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";93
"RS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";69
"RS";"Órgão público sem taxa";"REGISTROS NOVOS";63
"SC";"Cidadão";"REGISTROS NOVOS";327
"SC";"Cidadão";"RENOVAÇÕES";141
"SC";"Empresa de Segurança Privada";"REGISTROS NOVOS";14
"SC";"Empresa de Segurança Privada";"RENOVAÇÕES";55
"SC";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";69
"SC";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";24
"SC";"Órgão público sem taxa";"REGISTROS NOVOS";14
"SE";"Cidadão";"REGISTROS NOVOS";28
"SE";"Cidadão";"RENOVAÇÕES";9
"SE";"Empresa de Segurança Privada";"REGISTROS NOVOS";2
"SE";"Empresa de Segurança Privada";"RENOVAÇÕES";30
"SE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";19
"SE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"SP";"Cidadão";"REGISTROS NOVOS";193
"SP";"Cidadão";"RENOVAÇÕES";182
"SP";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";12
"SP";"Empresa com Segurança Orgânica";"RENOVAÇÕES";5
"SP";"Empresa de Segurança Privada";"REGISTROS NOVOS";23
"SP";"Empresa de Segurança Privada";"RENOVAÇÕES";136
"SP";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";855
"SP";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";338
"SP";"Órgão público sem taxa";"REGISTROS NOVOS";2878
"TO";"Cidadão";"REGISTROS NOVOS";18
"TO";"Cidadão";"RENOVAÇÕES";8
"TO";"Empresa de Segurança Privada";"REGISTROS NOVOS";2
"TO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";13
"TO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";5
"TO";"Órgão público sem taxa";"REGISTROS NOVOS";7
