"UF";"CATEGORIA";"TIPO_RELATORIO";TOTAL
"MS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";35
"MS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";25
"MS";"Órgão público sem taxa";"REGISTROS NOVOS";1
"MS";"Órgão público sem taxa";"RENOVAÇÕES";1
"MS";"Órgão público sem taxa";"TRANSFERENCIAS";1
"MT";"Cidadão";"REGISTROS NOVOS";65
"MT";"Cidadão";"RENOVAÇÕES";62
"MT";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";44
"MT";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";11
"MT";"Órgão público com taxa";"REGISTROS NOVOS";4
"MT";"Órgão público sem taxa";"REGISTROS NOVOS";181
"PA";"Caçador de Subsistência";"REGISTROS NOVOS";7
"PA";"Caçador de Subsistência";"RENOVAÇÕES";10
"PA";"Cidadão";"REGISTROS NOVOS";55
"PA";"Cidadão";"RENOVAÇÕES";28
"PA";"Empresa de Segurança Privada";"REGISTROS NOVOS";36
"PA";"Empresa de Segurança Privada";"RENOVAÇÕES";74
"PA";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";18
"PA";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";6
"PB";"Cidadão";"REGISTROS NOVOS";5
"PB";"Cidadão";"RENOVAÇÕES";10
"PB";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";12
"PB";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";13
"PB";"Órgão público com taxa";"REGISTROS NOVOS";7
"PB";"Órgão público sem taxa";"TRANSFERENCIAS";1
"PE";"Cidadão";"REGISTROS NOVOS";86
"PE";"Cidadão";"RENOVAÇÕES";56
"PE";"Empresa de Segurança Privada";"REGISTROS NOVOS";4
"PE";"Empresa de Segurança Privada";"RENOVAÇÕES";10
"PE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";58
"PE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";14
"PI";"Cidadão";"REGISTROS NOVOS";72
"PI";"Cidadão";"RENOVAÇÕES";9
"PI";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";5
"PI";"Empresa de Segurança Privada";"RENOVAÇÕES";17
"PI";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";24
"PI";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";9
"PI";"Órgão público com taxa";"REGISTROS NOVOS";61
"PR";"Cidadão";"REGISTROS NOVOS";111
"PR";"Cidadão";"RENOVAÇÕES";198
"PR";"Empresa de Segurança Privada";"REGISTROS NOVOS";20
"PR";"Empresa de Segurança Privada";"RENOVAÇÕES";53
"PR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";69
"PR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";58
"PR";"Órgão público com taxa";"REGISTROS NOVOS";53
"PR";"Órgão público sem taxa";"REGISTROS NOVOS";44
"RJ";"Cidadão";"REGISTROS NOVOS";264
"RJ";"Cidadão";"RENOVAÇÕES";127
"RJ";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";1
"RJ";"Empresa de Segurança Privada";"REGISTROS NOVOS";4
"RJ";"Empresa de Segurança Privada";"RENOVAÇÕES";64
"RJ";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";159
"RJ";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";28
"RJ";"Órgão público com taxa";"REGISTROS NOVOS";20
"RJ";"Órgão público sem taxa";"REGISTROS NOVOS";4
"RN";"Cidadão";"REGISTROS NOVOS";13
"RN";"Cidadão";"RENOVAÇÕES";30
"RN";"Empresa de Segurança Privada";"RENOVAÇÕES";1
"RN";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";38
"RN";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";32
"RO";"Cidadão";"REGISTROS NOVOS";45
"RO";"Cidadão";"RENOVAÇÕES";11
"RO";"Empresa de Segurança Privada";"REGISTROS NOVOS";12
"RO";"Empresa de Segurança Privada";"RENOVAÇÕES";42
"RO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";28
"RO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";12
"RR";"Cidadão";"REGISTROS NOVOS";9
"RR";"Cidadão";"RENOVAÇÕES";13
"RR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";8
"RR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";6
"RS";"Caçador de Subsistência";"RENOVAÇÕES";1
"RS";"Cidadão";"REGISTROS NOVOS";993
"RS";"Cidadão";"RENOVAÇÕES";781
"RS";"Empresa de Segurança Privada";"REGISTROS NOVOS";20
"RS";"Empresa de Segurança Privada";"RENOVAÇÕES";17
"RS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";82
"RS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";58
"RS";"Órgão público sem taxa";"REGISTROS NOVOS";295
"SC";"Cidadão";"REGISTROS NOVOS";219
"SC";"Cidadão";"RENOVAÇÕES";177
"SC";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";2
"SC";"Empresa de Segurança Privada";"REGISTROS NOVOS";12
"SC";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";64
"SC";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";11
"SC";"Órgão público sem taxa";"REGISTROS NOVOS";93
"SE";"Cidadão";"REGISTROS NOVOS";18
"SE";"Cidadão";"RENOVAÇÕES";23
"SE";"Empresa de Segurança Privada";"RENOVAÇÕES";1
"SE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";18
"SE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";4
"SE";"Órgão público sem taxa";"REGISTROS NOVOS";1
"SP";"Cidadão";"REGISTROS NOVOS";199
"SP";"Cidadão";"RENOVAÇÕES";295
"SP";"Empresa de Segurança Privada";"REGISTROS NOVOS";24
"SP";"Empresa de Segurança Privada";"RENOVAÇÕES";358
"SP";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";798
"SP";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";298
"SP";"Órgão público com taxa";"REGISTROS NOVOS";35
"SP";"Órgão público sem taxa";"REGISTROS NOVOS";3202
"TO";"Cidadão";"REGISTROS NOVOS";12
"TO";"Cidadão";"RENOVAÇÕES";17
"TO";"Empresa de Segurança Privada";"REGISTROS NOVOS";4
"TO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";20
"TO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";5
