"UF";"CATEGORIA";"TIPO_RELATORIO";TOTAL
"CE";"Órgão público sem taxa";"REGISTROS NOVOS";15
"CE";"Órgão público sem taxa";"TRANSFERENCIAS";1
"DF";"Caçador de Subsistência";"TRANSFERENCIAS";2
"DF";"Cidadão";"REGISTROS NOVOS";325
"DF";"Cidadão";"RENOVAÇÕES";68
"DF";"Cidadão";"TRANSFERENCIAS";21
"DF";"Empresa de Segurança Privada";"REGISTROS NOVOS";10
"DF";"Empresa de Segurança Privada";"TRANSFERENCIAS";8
"DF";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";28
"DF";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";28
"DF";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";16
"DF";"Órgão público com taxa";"REGISTROS NOVOS";24
"DF";"Órgão público sem taxa";"REGISTROS NOVOS";2
"DF";"Órgão público sem taxa";"TRANSFERENCIAS";50
"ES";"Cidadão";"REGISTROS NOVOS";658
"ES";"Cidadão";"RENOVAÇÕES";56
"ES";"Cidadão";"TRANSFERENCIAS";35
"ES";"Empresa de Segurança Privada";"TRANSFERENCIAS";18
"ES";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";12
"ES";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";11
"ES";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";4
"ES";"Órgão público sem taxa";"REGISTROS NOVOS";3
"ES";"Órgão público sem taxa";"TRANSFERENCIAS";3
"GO";"Cidadão";"REGISTROS NOVOS";304
"GO";"Cidadão";"RENOVAÇÕES";44
"GO";"Cidadão";"TRANSFERENCIAS";34
"GO";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";3
"GO";"Empresa de Segurança Privada";"REGISTROS NOVOS";1
"GO";"Empresa de Segurança Privada";"RENOVAÇÕES";10
"GO";"Empresa de Segurança Privada";"TRANSFERENCIAS";19
"GO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";42
"GO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";16
"GO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";6
"GO";"Órgão público sem taxa";"REGISTROS NOVOS";400
"MA";"Cidadão";"REGISTROS NOVOS";276
"MA";"Cidadão";"RENOVAÇÕES";12
"MA";"Cidadão";"TRANSFERENCIAS";10
"MA";"Empresa de Segurança Privada";"RENOVAÇÕES";6
"MA";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";26
"MA";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"MA";"Órgão público sem taxa";"REGISTROS NOVOS";57
"MG";"Cidadão";"REGISTROS NOVOS";1236
"MG";"Cidadão";"RENOVAÇÕES";197
"MG";"Cidadão";"TRANSFERENCIAS";138
"MG";"Empresa de Segurança Privada";"REGISTROS NOVOS";3
"MG";"Empresa de Segurança Privada";"TRANSFERENCIAS";10
"MG";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";161
"MG";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";37
"MG";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";62
"MS";"Cidadão";"REGISTROS NOVOS";175
"MS";"Cidadão";"RENOVAÇÕES";58
"MS";"Cidadão";"TRANSFERENCIAS";17
"MS";"Empresa de Segurança Privada";"REGISTROS NOVOS";8
"MS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";18
"MS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"MS";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";10
"MT";"Cidadão";"REGISTROS NOVOS";1046
"MT";"Cidadão";"RENOVAÇÕES";110
"MT";"Cidadão";"TRANSFERENCIAS";39
"MT";"Empresa de Segurança Privada";"RENOVAÇÕES";2
"MT";"Empresa de Segurança Privada";"TRANSFERENCIAS";10
"MT";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";25
"MT";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";6
"MT";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";8
"PA";"Caçador de Subsistência";"REGISTROS NOVOS";34
"PA";"Caçador de Subsistência";"RENOVAÇÕES";2
"PA";"Cidadão";"REGISTROS NOVOS";617
"PA";"Cidadão";"RENOVAÇÕES";49
"PA";"Cidadão";"TRANSFERENCIAS";40
"PA";"Empresa de Segurança Privada";"TRANSFERENCIAS";90
"PA";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";19
"PA";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"PA";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";5
"PA";"Órgão público sem taxa";"REGISTROS NOVOS";732
"PB";"Cidadão";"REGISTROS NOVOS";94
"PB";"Cidadão";"RENOVAÇÕES";3
"PB";"Cidadão";"TRANSFERENCIAS";4
"PB";"Empresa de Segurança Privada";"REGISTROS NOVOS";10
"PB";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";18
"PB";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";2
"PE";"Caçador de Subsistência";"TRANSFERENCIAS";1
"PE";"Cidadão";"REGISTROS NOVOS";274
"PE";"Cidadão";"RENOVAÇÕES";30
"PE";"Cidadão";"TRANSFERENCIAS";34
"PE";"Empresa de Segurança Privada";"REGISTROS NOVOS";2
"PE";"Empresa de Segurança Privada";"TRANSFERENCIAS";134
"PE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";56
"PE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";9
"PE";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";15
"PE";"Órgão público sem taxa";"REGISTROS NOVOS";100
"PI";"Cidadão";"REGISTROS NOVOS";119
"PI";"Cidadão";"RENOVAÇÕES";5
"PI";"Cidadão";"TRANSFERENCIAS";10
"PI";"Empresa com Segurança Orgânica";"RENOVAÇÕES";4
"PI";"Empresa de Segurança Privada";"RENOVAÇÕES";12
"PI";"Empresa de Segurança Privada";"TRANSFERENCIAS";14
"PI";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";10
"PI";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"PI";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"PI";"Órgão público sem taxa";"REGISTROS NOVOS";45
"PI";"Órgão público sem taxa";"TRANSFERENCIAS";1
"PR";"Cidadão";"REGISTROS NOVOS";806
"PR";"Cidadão";"RENOVAÇÕES";159
"PR";"Cidadão";"TRANSFERENCIAS";52
"PR";"Empresa de Segurança Privada";"REGISTROS NOVOS";12
"PR";"Empresa de Segurança Privada";"TRANSFERENCIAS";116
"PR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";33
"PR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";14
"PR";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";11
"PR";"Órgão público com taxa";"REGISTROS NOVOS";2
"PR";"Órgão público sem taxa";"REGISTROS NOVOS";2874
"RJ";"Cidadão";"REGISTROS NOVOS";675
"RJ";"Cidadão";"RENOVAÇÕES";105
"RJ";"Cidadão";"TRANSFERENCIAS";43
"RJ";"Empresa de Segurança Privada";"REGISTROS NOVOS";16
"RJ";"Empresa de Segurança Privada";"RENOVAÇÕES";1
"RJ";"Empresa de Segurança Privada";"TRANSFERENCIAS";38
"RJ";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";75
"RJ";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";16
"RJ";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";10
"RN";"Cidadão";"REGISTROS NOVOS";108
"RN";"Cidadão";"RENOVAÇÕES";5
"RN";"Cidadão";"TRANSFERENCIAS";16
"RN";"Empresa de Segurança Privada";"REGISTROS NOVOS";11
"RN";"Empresa de Segurança Privada";"TRANSFERENCIAS";10
"RN";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";18
"RN";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";4
"RN";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";8
"RN";"Órgão público sem taxa";"REGISTROS NOVOS";1
"RO";"Cidadão";"REGISTROS NOVOS";393
"RO";"Cidadão";"RENOVAÇÕES";29
"RO";"Cidadão";"TRANSFERENCIAS";25
"RO";"Empresa de Segurança Privada";"TRANSFERENCIAS";6
"RO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";41
"RO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";12
"RO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";11
"RO";"Órgão público sem taxa";"REGISTROS NOVOS";25
"RR";"Cidadão";"REGISTROS NOVOS";136
"RR";"Cidadão";"RENOVAÇÕES";9
"RR";"Cidadão";"TRANSFERENCIAS";2
"RR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";9
"RR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"RR";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";2
"RS";"Caçador de Subsistência";"TRANSFERENCIAS";2
"RS";"Cidadão";"REGISTROS NOVOS";1169
"RS";"Cidadão";"RENOVAÇÕES";399
"RS";"Cidadão";"TRANSFERENCIAS";197
"RS";"Empresa de Segurança Privada";"REGISTROS NOVOS";6
"RS";"Empresa de Segurança Privada";"TRANSFERENCIAS";10
"RS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";111
"RS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";21
"RS";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";21
"RS";"Órgão público sem taxa";"REGISTROS NOVOS";321
"SC";"Caçador de Subsistência";"REGISTROS NOVOS";2
"SC";"Caçador de Subsistência";"TRANSFERENCIAS";1
"SC";"Cidadão";"REGISTROS NOVOS";969
"SC";"Cidadão";"RENOVAÇÕES";158
"SC";"Cidadão";"TRANSFERENCIAS";94
"SC";"Empresa de Segurança Privada";"TRANSFERENCIAS";2
"SC";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";39
"SC";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";5
"SC";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";5
"SC";"Órgão público sem taxa";"REGISTROS NOVOS";119
"SE";"Caçador de Subsistência";"TRANSFERENCIAS";1
"SE";"Cidadão";"REGISTROS NOVOS";112
"SE";"Cidadão";"RENOVAÇÕES";7
"SE";"Cidadão";"TRANSFERENCIAS";25
"SE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";10
"SE";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";3
"SE";"Órgão público sem taxa";"REGISTROS NOVOS";16
"SP";"Caçador de Subsistência";"TRANSFERENCIAS";1
"SP";"Cidadão";"REGISTROS NOVOS";725
"SP";"Cidadão";"RENOVAÇÕES";227
"SP";"Cidadão";"TRANSFERENCIAS";97
"SP";"Empresa com Segurança Orgânica";"RENOVAÇÕES";12
"SP";"Empresa de Segurança Privada";"REGISTROS NOVOS";43
"SP";"Empresa de Segurança Privada";"RENOVAÇÕES";13
"SP";"Empresa de Segurança Privada";"TRANSFERENCIAS";156
"SP";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";434
"SP";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";102
"SP";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";151
"SP";"Órgão público sem taxa";"REGISTROS NOVOS";223
"SP";"Órgão público sem taxa";"TRANSFERENCIAS";172
"TO";"Cidadão";"REGISTROS NOVOS";99
"TO";"Cidadão";"RENOVAÇÕES";5
"TO";"Cidadão";"TRANSFERENCIAS";6
"TO";"Empresa de Segurança Privada";"REGISTROS NOVOS";5
"TO";"Empresa de Segurança Privada";"TRANSFERENCIAS";14
"TO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";9
"TO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";8
"TO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"TO";"Órgão público sem taxa";"REGISTROS NOVOS";351
